Word,Count
GL_NV_light_max_exponent,2
List',2
250,2
expense,2
zero;,2
3-byte,2
-DMAX_WBITS=14,2
bdfP.h,2
\(creation,\,2
<---,2
canonical,2
\pixel,\,2
GL_ARB_texture_storage_multisample,2
nodes',2
GLX_SGIX_swap_group,2
EXPERIMENTAL,2
\"\'"\\,2
\FreeImage_FIFSupportsExportBPP,\,2
\specified,\,2
CJK-specific,2
Metrowerks,2
_af_debug_disable_vert_hints,2
neither,2
(namely,2
*',2
GL_NV_fragment_program,2
\"\foo.ttf"\,\,2
arcs),2
GL_ARB_texture_gather,2
GL_AMD_depth_clamp_separate,2
Z_NEED_DICT,2
apart,2
_declare_,2
format_tag,2
#AI_MATKEY_UVTRANSFORM,2
\Linux,\,2
\kerning,\,2
Direct3D,2
dwCaps2,2
physiology,2
font-specific,2
association,2
WGL_EXT_pixel_format_packed_float,2
`strikeCount',2
envelope,2
Greg,2
`bit_count',2
GLX_NV_copy_image,2
GL_NV_depth_clamp,2
FTC_Manager_New,2
WGL_ARB_robustness_application_isolation,2
\pulse,\,2
Watch,2
PLUGINS,2
WGL_EXT_extensions_string,2
\hand,\,2
GL_ARB_texture_storage,2
FT_Set_Charmap,2
GL_NV_multisample_filter_hint,2
GL_SGIX_pixel_texture,2
composites,2
endianness:,2
`libbz2',2
deallocation,2
minigzip,2
width/height,2
\combinations,\,2
tt_driver,2
0.2f;,2
'dst',2
#aiAnimMesh,2
0x0001,2
smoke->setGravity(,2
PaintShop,2
GL_SGIX_texture_multi_buffer,2
D3D-based,2
UR-to-LL,2
transposed,2
descriptor's,2
triangle0[0],2
`CF2_Blues',2
FT_FSTYPE_RESTRICTED_LICENSE_EMBEDDING,2
FT_Select_Charmap,2
\.5f,\,2
@FTC_SBitRec,2
\Beware,\,2
FT_Kerning_Mode,2
promoted,2
!FT_BASE_DEF,2
\Tools,\,2
\operator,\,2
Catmull-Rom,2
Months,2
relationship,2
cvt[index],2
sp2,2
physical,2
FT_Generic_Finalizer,2
compresses,2
GL_ARB_shading_language_420pack,2
Detach,2
__AFLATIN_H__,2
8x8,2
TT_CONFIG_OPTION_INTERPRETER_SWITCH,2
block),2
(length,2
Type~2,2
type42,2
\unscaled,\,2
suitable,2
GL_EXT_direct_state_access,2
`zopen',2
`gzip',2
GL_NV_shader_atomic_counters,2
Luminous,2
decision,2
(0),2
literal,2
FT_Done_Face,2
GL_EXT_texture_env_dot3,2
FreeImage_Dither,2
\P1,\,2
version~38,2
operate,2
2011-11-22,2
af_glyph_hints_dump_edges,2
FT_MulFix,2
upvalues,2
Multipaging,2
duplicates,2
GL_SGIS_generate_mipmap,2
GL_AMD_stencil_operation_extended,2
Flushes,2
}',2
GL_EXT_color_subtable,2
GL_NV_gpu_program_fp64,2
x64,2
\aiMesh,\,2
to:,2
Event,2
Xuan,2
FTC_Manager_LookupFace,2
designs,2
WGL_NV_video_output,2
FT_SizeRec,2
code_first,2
False,2
\Agency,\,2
avail_out),2
covertly,2
\Clegg,\,2
channel;,2
data/program,2
`char',2
termination,2
(pixels,2
\ones,\,2
subfamily,2
\compressed,\,2
w/,2
assert.h,2
GL_EXT_packed_pixels,2
solution,2
cid_fonts,2
2011-09-01,2
http://www.microsoft.com/typography/otspec/glyf.htm,2
complex),2
(vstem),2
<Structure>,2
inflateSync,2
roman,2
StateTable,2
\"\foo"\,\,2
tree1,2
WGL_NV_swap_group,2
GL_NV_gpu_program5,2
rdata_pos,2
asking,2
GL_SGIX_reference_plane,2
metric_Data_Format,2
FT_SIZEOF_LONG,2
accumulated,2
22%,2
----------,2
functions),2
Seeks,2
plugins),2
twilight,2
GL_ARB_transpose_matrix,2
(specific,2
@CID_FaceInfoRec,2
wish,2
vade,2
FT_LOAD_TARGET_NORMAL,2
subdivision,2
stops,2
GL_EXT_subtexture,2
-----------------------------------------------------------------------------------,2
`finalizer',2
GL_ARB_arrays_of_arrays,2
FT_Err_Ok;,2
FT_Attach_Stream,2
\requests,\,2
signal,2
Hebrew,2
(CNS,2
`tricky',2
GL_NV_vdpau_interop,2
DS,2
Autoconf,2
(even,2
GL_EXT_vertex_attrib_64bit,2
@FT_Generic,2
Look,2
GL_EXT_texture_object,2
technology,2
auto-hint,2
conflicting,2
MDL,2
\"\the\,2
UNIVERSITY,2
GLX_SGIX_fbconfig,2
error();,2
p.origin.z,2
data),2
non-,2
FT_Raster_Funcs,2
FTC_Manager,2
setter,2
AUTOMATIC,2
Authors:,2
GL_EXT_texture_sRGB_decode,2
GL_PGI_vertex_hints,2
(column,2
GL_ARB_texture_buffer_object_rgb32,2
pshinter,2
calculations,2
\convenience,\,2
abitmap,2
TTRefMan/RM06/Chap6bloc.html,2
__FTCONFIG_H__,2
modern,2
Compresses,2
data_offset,2
GL_AMD_sample_positions,2
FT_Prop_GlyphToScriptMap,2
Calculate,2
connect,2
GL_ARB_shader_objects,2
\slope,\,2
fire->setSize(,2
WGL_ATI_pixel_format_float,2
GLX_ARB_fbconfig_float,2
AC,2
Larger,2
`ghost',2
Text,2
GL_SGIX_fragment_specular_lighting,2
OpenGL's,2
GL_ARB_vertex_array_bgra,2
GL_EXT_coordinate_frame,2
\AB,\,2
GL_APPLE_float_pixels,2
GLX_NV_multisample_coverage,2
GL_VERSION_1_4,2
GL_EXT_texture_perturb_normal,2
\link,2
FreeImage_EnlargeCanvas,2
__FTMODERR_H__,2
/////////////////////////////////////////////////////,2
GLX_3DFX_multisample,2
GL_SUN_read_video_pixels,2
GL_ARB_shader_texture_lod,2
<li>Set,2
GL_VERSION_3_2,2
leading,2
guarantee,2
`y_scale',2
strid,2
FT_CONFIG_OPTION_OLD_INTERNALS,2
FT_ERROR_START_LIST,2
GL_VERSION_1_3,2
redefinition,2
//Error,2
\quality,\,2
time-value,2
\`OtherBlues',\,2
\component,\,2
!FT_DEBUG_AUTOFIT,2
User-selectable,2
glm::cross(,2
Quick,2
GL_SGIS_texture_edge_clamp,2
1.f,2
GLYPH,2
Gradient,2
environments,2
UL-to-LR,2
GL_AMD_multi_draw_indirect,2
closed,2
FreeGLUT,2
WGL_NV_video_capture,2
UTF-16,2
x',2
reduces,2
GL_ARB_transform_feedback3,2
fopen),2
\key,\,2
batch,2
Calc,2
Perspective,2
\exception,\,2
GL_OML_resample,2
(save,2
Carbon,2
`HMTX',2
\usual,\,2
GL_EXT_framebuffer_sRGB,2
kernel,2
(point,2
smoke,2
Files,2
FT_CHAR_BIT),2
zconf.h,2
-0,2
GL_ARB_texture_env_crossbar,2
C99,2
smoke->setSpeed(,2
(cmap),2
world,2
re-use,2
\KeyFile,\,2
functions:,2
<myftoptions.h>,2
CFF/Type,2
GL_SUNX_constant_data,2
uLong,2
RGBA),2
#aiExportScene,2
`face',2
Hexagram,2
LCID,2
C-API,2
GeoTIFF,2
sensitive,2
\things,\,2
(one,2
GLX_SGIS_blended_overlay,2
ones),2
map_offset,2
restart,2
\rot,\,2
Digital,2
didn't,2
friends,2
\@FT_Load_Char,\,2
total_out,2
odd,2
non-italic,2
Xiaolin,2
division,2
_implementation_,2
2005),2
forge,2
AI_DEBONE_THRESHOLD,2
GL_AMD_seamless_cubemap_per_texture,2
std::bad_alloc,2
PUBLIC,2
DLL_API,2
\shifts,\,2
GDEF,2
mNumIndices,2
@FT_RENDER_MODE_MONO,2
smart,2
off_t,2
(complains,2
0.001f,2
name),2
\0,65,\,2
GL_ARB_vertex_array_object,2
anum_contours,2
aiMaterial,2
enter,2
GL_SGIX_vertex_preclip_hint,2
Makefiles,2
GL_SGIX_ir_instrument1,2
(T1,2
CPU,2
GL_ANGLE_translated_shader_source,2
`wide_a',2
(So,2
GLX_EXT_visual_rating,2
Z_FILTERED,2
\timeDelta,\,2
signing,2
Required,2
GL_HP_image_transform,2
GL_ARB_texture_non_power_of_two,2
(1/20th,2
`FT_DEBUG_HOOK_TRUETYPE',2
GL_KHR_texture_compression_astc_ldr,2
haven't,2
allocating,2
WndProc,2
Process,2
GL_EXT_timer_query,2
\same,\,2
`is,2
@FT_Module_Class,2
there's,2
piecewise,2
0.0f)));,2
FT_List_Iterator,2
compares,2
GL_ARB_copy_image,2
XP,2
\missing,\,2
mmap'ed,2
terminal,2
GL_S3_s3tc,2
2.3.9,2
GL_REGAL_extension_query,2
4-face-per-family,2
_single_,2
mtx[3][3],2
cf,2
\"\as\,2
bit_count,2
GLX_MESA_swap_control,2
FT_Select_Size,2
commonly,2
bold,2
Portable,2
procedures,2
GL_NV_fragment_program4,2
GL_EXT_texture_filter_anisotropic,2
ILconst_string,2
FT_ENCODING_SJIS,2
GL_ATI_vertex_streams,2
Subglyph,2
stream),2
inlined,2
GL_KHR_debug,2
<aiFileIO.h>,2
_signed_,2
coupled,2
Attachment,2
(n),2
CLEANUP,2
logger,2
\50.0f,\,2
aiColor4D,2
amaster,2
\0),\,2
(4:2:0),2
(warning:,2
`bitmap',2
\MIPmaps,\,2
FT_List_Up,2
methods:,2
FT_FACE_FLAG_COLOR,2
GL_ATI_texture_float,2
arbitrary;,2
FT_Outline_Check,2
prohibit,2
BORLAND,2
GL_NV_gpu_shader5,2
FT_OPEN_MEMORY,2
GL_ARB_fragment_layer_viewport,2
GL_APPLE_row_bytes,2
vertBearingY),2
\English,\,2
GLX_SGIS_multisample,2
FT_Glyph_Metrics,2
somewhat,2
T1_EncodingType,2
short_metrics,2
@TT_PLATFORM_MACINTOSH,2
Being,2
considerably,2
parallel,2
!!,2
\Lua.org,\,2
cleanly,2
Temporarily,2
interlacing,2
ANSI~C,2
FT_F26Dot6,2
GL_ARB_texture_query_lod,2
\@FT_Glyph,\,2
Serifs,2
@FT_LCD_FILTER_NONE,2
GL_EXT_framebuffer_multisample,2
deallocated),2
GL_REGAL_ES1_1_compatibility,2
snapping,2
<aiQuaternion>,2
Wu,2
Shader*,2
Internet,2
x_ratio,2
freeglut_font.c,2
platform-specific,2
GL_ARB_shader_subroutine,2
(untested),2
GL_ARB_separate_shader_objects,2
\avail_in,\,2
GL_EXT_abgr,2
space),2
(still),2
`err',2
infinite,2
GL_EXT_transform_feedback,2
forcing,2
@FT_Add_Default_Modules,2
cross,2
Detlef,2
bytes!),2
Language,2
GL_ARB_texture_stencil8,2
`BlueValues',2
lcd_filtering,2
GL_APPLE_texture_range,2
getting,2
GL_SGIX_blend_alpha_minmax,2
glutUseLayer,2
GL_NV_vertex_array_range2,2
GL_EXT_multi_draw_arrays,2
Tables,2
GLX_VERSION_1_4,2
GL_ARB_clear_buffer_object,2
entirely,2
trigonometric,2
\4-,\,2
GL_EXT_pixel_transform_color_table,2
GASP,2
menu,2
glutLayerGet,2
snippet,2
glm::vec4,2
increases,2
\"\target\,2
WGL_ARB_robustness_share_group_isolation,2
GL_APPLE_pixel_buffer,2
GL_ARB_sync,2
Limbu,2
refcount,2
Unhandled,2
FT_GlyphSlotRec,2
deflateReset,2
GL_ARB_fragment_coord_conventions,2
p.origin.x,2
Fast,2
Positive,2
RGB555,2
GL_ARB_seamless_cube_map,2
xmax,2
`top',2
@FT_GLYPH_FORMAT_COMPOSITE,2
\small,\,2
mandatory,2
glutWarpPoitner,2
presence,2
FT_LOAD_LINEAR_DESIGN,2
FT_ServiceDescRec,2
Netravali's,2
Revision,2
GL_NV_texture_shader3,2
decompressing,2
1999-2007,2
GL_VERSION_4_4,2
half-size,2
`_cdecl',2
achieved,2
glyph_management,2
(25:1),2
DDCAPS2,2
FT_Bytes,2
`$BUILD',2
\alpha,\,2
GL_NV_pixel_data_range,2
Attaching,2
FT_CONFIG_OPTION_DISABLE_STREAM_SUPPORT,2
\direction,\,2
client-specific,2
Flag,2
padvance,2
EXPERT),2
`no,2
FT_Outline_New,2
`end_point',2
\gap,\,2
GL_EXT_texture_compression_s3tc,2
GL_NV_path_rendering,2
Imaging,2
__FTOPTION_H__,2
GL_NV_parameter_buffer_object2,2
GL_APPLE_transform_hint,2
composite),2
fire->setDynamics(,2
GL_EXT_blend_func_separate,2
#aiGetExportFormatDescription(),2
warning/errors,2
Really,2
`trick',2
FT_CharMapRec,2
<ryan@lostreality.org>,2
placing,2
@FT_OUTLINE_REVERSE_FILL,2
(x,2
250),2
OpenType-CFF,2
none),2
GL_EXT_blend_equation_separate,2
\invalid,\,2
\(roughly,\,2
`ftbbox',2
GL_ATI_texture_env_combine3,2
2.1,2
TT_CONFIG_OPTION_GX_VAR_SUPPORT,2
endless,2
BDF-specific,2
WYSIWYG,2
configure,2
porter,2
FT_FSTYPE_INSTALLABLE_EMBEDDING,2
\requirements,\,2
Main,2
regroups,2
\drop-outs,\,2
directly;,2
GL_SGIX_depth_texture,2
GL_ARB_compute_variable_group_size,2
time_me,2
!FT_CONFIG_OPTION_NO_ASSEMBLER,2
avoided,2
FT_LCD_FILTER_LEGACY,2
pertaining,2
\variable,\,2
Missing,2
localized,2
*************************************************,2
GL_APPLE_vertex_program_evaluators,2
difficult,2
GL_HP_convolution_border_modes,2
GL_NV_texture_env_combine4,2
(marcos.pernambuco@gmail.com),2
WGL_I3D_image_buffer,2
dropout,2
date:,2
FT_LOAD_VERTICAL_LAYOUT,2
(glm.g-truc.net),2
AI_SUCCESS,2
Type~42,2
load_points,2
\supported,\,2
\&n,\,2
WGL_EXT_multisample,2
GLX_ARB_vertex_buffer_object,2
#aiProcess_RemoveComponent,2
horiAdvance,2
Steinberg,2
2PI,2
neural-net,2
app,2
quick_advance,2
GL_NV_copy_image,2
GL_NV_register_combiners,2
casting,2
MEXICO,2
FT_FACE_FLAG_MULTIPLE_MASTERS,2
EM),2
HERE,2
90-degree,2
@FT_Stroker_Export,2
preserved,2
errnum,2
WGL_OML_sync_control,2
extrema,2
\declaration,\,2
LUAI_EXTRASPACE,2
FT_LCD_FILTER_DEFAULT,2
Structure,2
GLEW_BUILD,2
FT_Set_Pixel_Sizes,2
GLX_ARB_create_context,2
Pro,2
GLX_EXT_create_context_es2_profile,2
keeps,2
FTC_ImageCache_New,2
GL_ARB_copy_buffer,2
glm::uint,2
zconf.h),2
iteration's,2
FT_List_Iterate,2
FT_Matrix_Invert,2
interpolating,2
`compress',2
ask,2
advise,2
ray,2
\(lo=%1,hi=%2)\,2
vert,2
constructed,2
\cvar,\,2
Calls,2
interleaved,2
Framework,2
FREEIMAGE_H,2
accordingly;,2
Like,2
luai_apicheck,2
ranging,2
GL_EXT_texture3D,2
\DXT1,\,2
MD5,2
anum_points,2
User,2
GL_SUN_mesh_array,2
FT_Size_Request,2
Furthermore,2
*never*,2
Needed,2
infinitely,2
Devanagari,2
COLOR3(,2
\(x,y)\,2
GL_VERSION_4_2,2
\scale,\,2
(50:1),2
NT,2
WGL_EXT_pbuffer,2
SDL,2
GL_ATI_envmap_bumpmap,2
@FT_Add_Module),2
3~times,2
GL_EXT_bindable_uniform,2
-------------------------------------------------------------,2
GL_EXT_shader_image_load_store,2
occured:,2
afterwards,2
requesting,2
threaded,2
\unmodified,\,2
FT_CONFIG_OPTION_MAC_FONTS,2
what's,2
U+34xx,2
GL_EXT_multisample,2
_only_,2
horizontal+verticals),2
GL_ARB_texture_rectangle,2
af_glyph_hints_dump_points,2
shift),2
@FT_Outline_Render,2
routine),2
\Linefeeds,\,2
\resolution,\,2
\converter,\,2
of),2
\first,\,2
sp3->castShadow(,2
\fixups,\,2
`ftgrid',2
--------------------------------------------------------------------------*\,2
GL_SGIS_pixel_texture,2
JPEG_QUALITYGOOD|JPEG_SUBSAMPLING_420),2
\scanline,\,2
bound,2
WGL_I3D_genlock,2
Georgian,2
multi-threaded,2
USER-SELECTABLE,2
GL_APPLE_flush_buffer_range,2
table's,2
encoding_id,2
_WIN32_WCE,2
FT_LOAD_NO_RECURSE,2
(AND,2
tree5,2
\length,\,2
RGB888,2
`xStrength',2
\method,\,2
Indexes,2
website,2
GL_SGIX_framezoom,2
SFNT_Interface,2
Tags,2
GL_SGIX_texture_range,2
\`set',\,2
Cannot,2
property;,2
GLX_SUN_get_transparent_index,2
Dekker,2
(opening),2
---,2
CRT),2
FT_FWord,2
GL_ARB_framebuffer_no_attachments,2
\`af_{cjk,latin,...}_hint_edges'\,2
extents,2
NeuQuant,2
FT_FACE_FLAG_SCALABLE,2
GLX_SGIX_visual_select_group,2
Green,2
element),2
n_points,2
present:,2
FT_INTERNAL_VALIDATE_H,2
\inconsistent,\,2
enables,2
scaling),2
\gvar,\,2
Mitchell,2
128K,2
Go,2
FT_CONFIG_OPTION_NO_ASSEMBLER,2
Anthony,2
`glyph->format,2
anonymous,2
writers,2
GL_NV_occlusion_query,2
\machines,\,2
wrote,2
GL_SGIX_convolution_accuracy,2
semantic,2
uniquely,2
(you,2
GL_SGIX_sprite,2
GLX_ARB_robustness_application_isolation,2
`stroke',2
\timer)"\\,2
GL_NV_present_video,2
FT_Set_Char_Size,2
GL_ATI_map_object_buffer,2
Important:,2
parameters:,2
image..,2
thought,2
`features',2
GL_NV_gpu_program4,2
function),2
(E,2
reads/stores,2
FT_Glyph_To_Bitmap(,2
rescaled,2
Lights,2
Toggle,2
adapted,2
GL_ARB_draw_elements_base_vertex,2
`ttdebug',2
GL_ARB_vertex_shader,2
end-user,2
denotes,2
GL_ARB_matrix_palette,2
Adds,2
reference-counting,2
`ftgzip',2
VMS,2
WGL_EXT_create_context_es2_profile,2
len,2
uploading,2
----------------------------------,2
_within_,2
XXXX:,2
GL_ARB_texture_mirrored_repeat,2
\enabled,\,2
Brian,2
FT_Open_Face(),2
directories,2
Kangxi,2
conic,2
12.04,2
Christophe,2
GL_SGI_color_matrix,2
\distance,\,2
--------------------------------------------------------------------,2
GL_ATI_meminfo,2
Modelview,2
screens,2
_environment_,2
latency,2
tm){},2
spline,2
HintMap,2
\3DS,\,2
JPEG_FAST);,2
\blob,\,2
WGL_ATI_render_texture_rectangle,2
documented,2
P5,2
`af_script_classes',2
platform_id,2
Contributors:,2
\added,\,2
GL_ARB_fragment_program_shadow,2
__thumb2__,2
rotates,2
ILUT_USE_X11,2
pIO,2
ASE),2
FT_Outline_Decompose,2
Global,2
FTC_SBitCache_Lookup,2
FT_Pixel_Mode,2
tree7,2
reflect,2
(RGBE),2
sign-extending,2
string),2
MinGW32,2
glutDeviceGet,2
GL_SGIX_async_histogram,2
numeric,2
attachments,2
'2',2
@private,2
GL_MESA_resize_buffers,2
FT_Vector,2
iff,2
Total,2
\is"\\,2
FT_Get_Kerning,2
GL_ARB_point_sprite,2
tiny,2
C90,2
GLX_VERSION_1_1,2
cid,2
Paul,2
65536,2
GL_NVX_gpu_memory_info,2
non-Win32,2
\Typically,\,2
GL_EXT_texture_compression_latc,2
\"\particle"\\,2
exceeding,2
GL_ATI_vertex_attrib_array_object,2
@T1_Hints_FuncsRec,2
identifying,2
GLX_ARB_multisample,2
num_bits,2
Explicit,2
FT_Init_FreeType,2
\open,\,2
suffices,2
FT_List_Insert,2
server,2
prefixes,2
BREW,2
\"\"\,\,2
Z_SYNC_FLUSH,2
WGL_3DL_stereo_control,2
However,2
plane's,2
FT_Get_FSType_Flags,2
!FT_EXPORT_DEF,2
shortage),2
&prop,2
Contrary,2
acbox,2
u%1|v%1,2
aiImportFileEx,2
ASSIMP_BUILD_BOOST_WORKAROUND,2
GL_ARB_vertex_program,2
fine,2
Riccio,2
GL_NV_copy_depth_to_color,2
Geometry,2
zutil.h,2
IRR,2
accuracy;,2
GL_ARB_robustness,2
\"\from"\\,2
GLX_ARB_create_context_robustness,2
FT_Glyph_Format,2
Compressed,2
unnecessary,2
req,2
TRUETYPE/OPENTYPE,2
GL_ARB_explicit_attrib_location,2
multi-paging,2
@FT_FACE_FLAG_FIXED_SIZES,2
Extras,2
Uses,2
blurriness,2
projVector,2
GL_NV_fence,2
#aiProcess_Debone,2
control2,2
mono,2
deemed,2
lead,2
2011-10-11,2
Validator,2
GL_ATI_element_array,2
Red-Green-Blue,2
Technical,2
lookups,2
@FT_Vector_Unit,2
\because,\,2
Accumulation,2
\1.7f,\,2
GL_ARB_explicit_uniform_location,2
geometric,2
bias,2
benchmark,2
overwrite,2
10.4.x,2
postprocess-step,2
\Unix,\,2
`face->charmaps',2
(AGL),2
\FreeImage_GetFormatFromFIF,\,2
At,2
\2005-2007,\,2
////////////,2
mess,2
Adaptive,2
totally,2
`error',2
homogeneous,2
XIX,2
Slower,2
FT_FACE_FLAG_SFNT,2
groups,2
*data,2
visual,2
forbidden,2
\`$BUILD/config/ftoption.h',\,2
GL_EXT_texture_array,2
@FT_Get_Sfnt_Table,2
Runs,2
Network,2
`$BUILD/ft2build.h',2
'luaL_openlib',2
smoke->setPosition(,2
GL_ARB_sampler_objects,2
`cff',2
GLX_ARB_create_context_profile,2
@FT_ADVANCE_FLAG_FAST_ONLY,2
FT_UInt64,2
`cf2glue.h',2
2010;,2
@FT_Encoding,2
Misc,2
triangle1[0],2
Würkner,2
deallocated,2
f,2
Rounding,2
GL_ARB_shader_draw_parameters,2
======================,2
yields,2
explained,2
GL_ARB_blend_func_extended,2
\counter,\,2
GL_OML_interlace,2
FT_Outline_Done,2
270-degree,2
Syllabary,2
GL_EXT_texture,2
\-VEC3_Y,\,2
GL_ATI_vertex_array_object,2
#aiProcess_JoinIdenticalVertices,2
@FT_Glyph),2
accordance,2
pathSpec,2
GL_ARB_geometry_shader4,2
GL_MESA_pack_invert,2
<hr>Generates,2
FT_Attach_File,2
GL_ARB_texture_env_dot3,2
GLX_EXT_fbconfig_packed_float,2
<enum>,2
face->glyph->lsb_delta,2
pIn,2
\FT_Bytes,\,2
complains,2
Adding,2
largest,2
2011-10-13,2
control1,2
\errcode,\,2
consuming,2
*/,2
box',2
aliased,2
vertAdvance,2
errcode,2
Lanczos3,2
sfnt_names,2
GL_INTEL_parallel_arrays,2
(slope=rise/run),2
ASE,2
GL_ARB_multi_draw_indirect,2
`strength',2
prop;,2
(providing,2
\friend,\,2
GL_NV_gpu_program5_mem_extended,2
64;,2
Binding,2
GL_PGI_misc_hints,2
GL_VERSION_4_3,2
FT_Prop_IncreaseXHeight,2
3.6,2
typedefs,2
GL_SUN_convolution_border_modes,2
\FreeImage_FIFSupportsWriting,\,2
Be,2
GL_ARB_window_pos,2
GL_ATI_pn_triangles,2
GL_WIN_swap_hint,2
frameworks,2
safely,2
!(,2
PLATFORM-SPECIFIC,2
paletted,2
GL_APPLE_aux_depth_stencil,2
recursively,2
expects,2
GL_NV_register_combiners2,2
GL_INGR_color_clamp,2
GL_VERSION_1_1,2
non-conventional,2
GL_EXT_texture_rectangle,2
\subglyphs),\,2
#aiProcess_GenSmoothNormals,2
GL_NV_vertex_program,2
#else,2
FT_ClassicKern_Validate,2
57,2
GL_NV_blend_square,2
glossiness,2
WGL_ARB_pixel_format_float,2
shown,2
\details,\,2
\NULL),\,2
`tables',2
---------------------------------------------------,2
region,2
\cmap,\,2
FT_LOAD_NO_HINTING,2
`zlib',2
Mixed,2
WGL_NV_float_buffer,2
unfitted,2
\[16,235]\,2
GL_NVX_conditional_render,2
GL_EXT_point_parameters,2
\Box,\,2
sub-table,2
GL_EXT_texture_integer,2
number_Of_HMetrics,2
ORIGINAL,2
BBox,2
Cuneiform,2
scored,2
mathematical,2
resource),2
ILUT_USE_BEOS,2
(cf,2
Khmer,2
towards,2
GLUT_DISABLE_ATEXIT_HACK,2
well-defined,2
GL_ARB_stencil_texturing,2
\filled,\,2
\Finally,\,2
TReal,2
FT_EXPORT(x),2
Rise,2
(GLM_ARCH,2
GLX_EXT_framebuffer_sRGB,2
overflows,2
GL_NV_shader_buffer_load,2
events,2
TT_OS2,2
rise,2
subnode,2
`FT_Err_Ok',2
decompose,2
_unsigned_,2
GL_NV_video_capture,2
aiMesh::mPrimitiveTypes,2
\usage,\,2
systems/compilers,2
aiMesh::mAnimMeshes,2
unencoded,2
GL_EXT_packed_depth_stencil,2
WGL_ARB_multisample,2
11/29/94,2
GL_NV_evaluators,2
restrictions,2
Singleton,2
Beginning,2
19,2
+Y,2
ccw),2
pre-allocate,2
Table,2
triangle0[1],2
tables),2
(byte,2
GL_ATI_shader_texture_lod,2
FT_List_Add,2
`FT_SERVICE_ID_',2
turns,2
benjamin.english@oit.edu,2
FT_Bitmap_Size,2
Recording,2
GL_EXT_misc_attribute,2
GL_NV_vertex_program4,2
whitespaces,2
wide,2
\x,y\,2
GL_NV_parameter_buffer_object,2
GL_EXT_blend_minmax,2
1.16,2
GL_3DFX_texture_compression_FXT1,2
\PostScript,\,2
triangle1[2],2
face-specific,2
Demx::GLEntity::createCone(,2
@FT_PIXEL_MODE_GRAY,2
MATH),2
GL_EXT_compiled_vertex_array,2
GL_EXT_stencil_wrap,2
OBJECT,2
GL_NV_compute_program5,2
cube1,2
supplement,2
\scaling,\,2
reallocate,2
`cubic,2
FT_ERR(,2
rasterize,2
system_interface,2
Various,2
CBox,2
Simplified,2
@FT_Outline_Get_CBox,2
Sharada,2
\0.225f,\,2
aiAttachLogStream,2
WGL_EXT_make_current_read,2
pre-set,2
num_names,2
GLX_ATI_pixel_format_float,2
Or,2
handy,2
\TTF,\,2
\properly,\,2
\8-,\,2
Pseudo-Quantization,2
GL_3DFX_multisample,2
\for,\,2
(HintMask,2
Flat,2
Decompress,2
`globals',2
FT_Outline_Embolden,2
Higher,2
FT_List_Finalize,2
GL_EXT_geometry_shader4,2
stdafx.cpp,2
t1load.c),2
SFNT/TrueType,2
GL_ARB_robustness_share_group_isolation,2
\else,\,2
pFileName,2
GL_ARB_internalformat_query2,2
differ,2
8..15,2
@FT_FACE_FLAG_CID_KEYED,2
scenes,2
16x16,2
prefixed,2
ftrender.h,2
GL_APPLE_specular_vector,2
-----------------------------------------------------------,2
GL_EXT_texture_snorm,2
nb,2
Back,2
GL_GREMEDY_string_marker,2
GL_EXT_shared_texture_palette,2
SID,2
\2.0,\,2
restriction,2
topic,2
GL_APPLE_vertex_array_object,2
gzerror,2
Marcos,2
Accessing,2
`offset',2
FT_Request_Size,2
aiTextureMapMode's,2
`sub-class',2
*always*,2
STANDARD,2
sp2->castShadow(,2
Version:,2
num_tables,2
files),2
@FT_GLYPH_BBOX_TRUNCATE,2
x~coordinate,2
AND-mask,2
\FreeImage_GetCopyrightMessage,\,2
src/bzip2/ftbzip2.c),2
GL_ARB_transform_feedback_instanced,2
GL_ATIX_texture_env_combine3,2
sort,2
post-transform,2
GL_ARB_instanced_arrays,2
Dynamically,2
GL_ARB_vertex_attrib_64bit,2
twips,2
GLX_NV_vertex_array_range,2
\rotation,\,2
Sequences,2
artists,2
\Z_OK,\,2
GL_EXT_clip_volume_hint,2
GL_ARB_compatibility,2
(polygon),2
GL_SGIX_async_pixel,2
\layouts,\,2
GL_AMD_name_gen_delete,2
GL_ARB_clear_texture,2
\0x40,\,2
garbage,2
\fast,\,2
FT_Set_Transform,2
GNU/Linux),2
`ttpost',2
@FT_StrokerBorder,2
(lossy,2
FT_CACHE_H,2
manner,2
\dictionary,\,2
direction:,2
GLX_VERSION_1_3,2
FT_FACE_FLAG_FAST_GLYPHS,2
relates,2
supersedes,2
Need,2
FT_Char,2
FIT_UINT16,2
Always~0,2
'struct',2
`num_grays',2
`incremental',2
here:,2
GLX_SGIX_hyperpipe,2
validated;,2
\(lo=t2,hi=t)\,2
Case,2
FT_PtrDist,2
\*--------------------------------------------------------------------------,2
long_metrics,2
\typedef,\,2
GL_EXT_cmyka,2
typeface's,2
RATIONALs,2
avar,2
FT_DivFix,2
\engine,\,2
word,2
FREEIMAGE_LITTLEENDIAN,2
wall->triangle(,2
pipelines,2
YCoCg,2
\24-,\,2
FT_Property_Get(,2
NEVER,2
--------------,2
Subscripts,2
\point"\\,2
grouped,2
WGL_ARB_create_context_profile,2
WGL_NV_render_texture_rectangle,2
underline,2
`$BUILD/myftoptions.h',2
sophisticated,2
GL_SGIS_color_range,2
`FT2_DEBUG_MEMORY',2
